FID,OBJECTID,timestamp,long,lat,accelerati,accelera1,accelera2,activity_c,comments,external_t,satellite_,speed,gsm_signal,height,import_mar,tag_voltag,sensor_typ,individual,tag_ident,ind_ident,study_name,date,time,Veg,OBJECTID_1,NVCSName,NVCSLevel,MapClass,MapClassCo,Original_2,Original_1,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAllian,NVCSGroup,NVCSMG,UID,Acres,Hectares,Shape_Leng,Shape_Area
2761,3026,2019-04-05 22:00:00,-121.91365,38.118932,0,0,0,0,SIMP02,19,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8316,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA08316,0.805674016,0.326045007,371.7220337,3260.083207
2762,2072,2018-11-20 15:00:00,-121.911883,38.119282,0,0,0,0,SIMP02,5,0,0,0,0,0,4060,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8348,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Not evident,1-2m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA08348,3.286279917,1.32991004,1715.723633,13297.62561
2763,2906,2019-03-25 00:00:00,-121.9099,38.1069,0,0,0,0,SIMP02,18,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8456,Barren, ,Bare Ground Mapping Unit,1,Bare Ground mu,1,<2%,High,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Barren,BA,Barren,BAR, , , , , , , ,SUMA08456,9.563989639,3.870409966,5527.097237,38699.52701
2764,2165,2018-11-30 00:00:00,-121.91465,38.120299,0,0,0,0,SIMP02,16,0,0,0,0,0,4120,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8468,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Medium,1-2m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA08468,1.250710011,0.506145,602.0337709,5060.889755
2765,3504,2019-05-19 19:00:00,-121.918649,38.118216,0,0,0,0,SIMP02,13,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8470,Distichlis spicata,Alliance,Distichlis spicata Herbaceous Alliance,8111200,Distichlis spicata Alliance,156,25-50%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G5,S4,N,41.200.00,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08470,1.011809945,0.409462988,319.3260532,4094.176883
2766,2090,2018-11-21 18:00:00,-121.95855,38.114266,0,0,0,0,SIMP02,10,0,0,0,0,0,4030,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8534,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Not evident,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08534,6.588449955,2.66624999,1904.779145,26659.49905
2767,2875,2019-03-20 00:00:00,-121.90665,38.104766,0,0,0,0,SIMP02,21,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8672,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA08672,2.34465003,0.948848009,1156.306539,9487.350221
2768,2073,2018-11-20 16:00:00,-121.919899,38.115166,0,0,0,0,SIMP02,20,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8729,Barren, ,Bare Ground Mapping Unit,1,Bare Ground mu,1,<2%,High,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Barren,BA,Barren,BAR, , , , , , , ,SUMA08729,9.086509705,3.677180052,767.2166607,36767.65816
2769,2967,2019-03-31 23:00:00,-121.927966,38.118432,0,0,0,0,SIMP02,40,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8848,"Juncus arcticus (var. balticus, mexicanus)",Alliance,"Juncus arcticus (var. balticus, mexicanus) Herbaceous Alliance",7131100,Juncus balticus Association,132,10-25%,Not evident,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Wet Meadows,HJ,Wet Meadow,WTM,G5,S4,N,45.562.00,"Juncus arcticus (var. balticus, mexicanus)",Californian warm temperate marsh/seep,Western North America Wet Meadow and Low Shrub Carr,SUMA08848,0.981886983,0.397356004,499.4932022,3973.113821
2770,2494,2019-01-23 18:00:00,-121.930966,38.110466,0,0,0,0,SIMP02,22,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8879,Barren, ,Bare Ground Mapping Unit,1,Bare Ground mu,1,2-10%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Barren,BA,Barren,BAR, , , , , , , ,SUMA08879,0.70156002,0.28391099,483.2703317,2838.782206
2771,2714,2019-02-25 00:00:00,-121.924899,38.120466,0,0,0,0,SIMP02,18,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8911,Distichlis spicata - Juncus arcticus var. balticus (J. arcticus var. mexicanus),Association,Distichlis spicata - Juncus arcticus var. balticus (J. arcticus var. mexicanus) Association,8111203,Distichlis spicata-Juncus balticus Association,145,25-50%,Not evident,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.05,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08911,3.706360102,1.499909997,902.7274736,14997.47394
2772,2936,2019-03-29 14:00:00,-121.930132,38.122199,0,0,0,0,SIMP02,7,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8920,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA08920,0.113982998,0.046127401,112.6511047,461.2230982
2773,3678,2019-05-30 15:00:00,-121.930449,38.122466,0,0,0,0,SIMP02,28,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8922,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA08922,0.0311871,0.012621,41.5238366,126.1953797
2774,3028,2019-04-06 00:00:00,-121.921099,38.120082,0,0,0,0,SIMP02,15,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,8967,"Sarcocornia pacifica / annual grasses (Polypogon, Hordeum, Lolium)",Association,Salicornia pacifica - Annual Grasses Association,8111302,Salicornia pacifica-Annual Grasses Association,347,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.19,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA08967,0.80843699,0.327163011,448.812362,3271.264605
2775,2412,2019-01-10 02:00:00,-121.934749,38.111483,0,0,0,0,SIMP02,17,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9146,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,High,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09146,0.50218302,0.203226,347.243649,2032.025783
2776,2569,2019-02-04 14:00:00,-121.934916,38.111816,0,0,0,0,SIMP02,16,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9146,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,High,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09146,0.50218302,0.203226,347.243649,2032.025783
2777,2536,2019-01-30 16:00:00,-121.933266,38.110733,0,0,0,0,SIMP02,18,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9147,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,High,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09147,1.193150043,0.482852012,450.7902447,4827.955476
2778,2546,2019-02-01 00:00:00,-121.932782,38.110433,0,0,0,0,SIMP02,26,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9147,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,High,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09147,1.193150043,0.482852012,450.7902447,4827.955476
2779,2816,2019-03-11 16:00:00,-121.900533,38.090033,0,0,0,0,SIMP02,11,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9158,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,High,2-5m,Much dead; sprayed in parts.,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09158,7.833270073,3.17001009,2583.292755,31696.06218
2780,2095,2018-11-21 23:00:00,-121.951333,38.111466,0,0,0,0,SIMP02,13,0,0,0,0,0,4060,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9203,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09203,27.11090088,10.97140026,5814.312795,109701.075
2781,2164,2018-11-29 22:00:00,-121.949216,38.108933,0,0,0,0,SIMP02,25,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9203,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09203,27.11090088,10.97140026,5814.312795,109701.075
2782,2308,2018-12-20 18:00:00,-121.948399,38.110983,0,0,0,0,SIMP02,12,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9203,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09203,27.11090088,10.97140026,5814.312795,109701.075
2783,2581,2019-02-06 00:00:00,-121.948399,38.109466,0,0,0,0,SIMP02,10,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9203,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09203,27.11090088,10.97140026,5814.312795,109701.075
2784,2666,2019-02-18 02:00:00,-121.945783,38.109616,0,0,0,0,SIMP02,6,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9203,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,8111300,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance,361,10-25%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09203,27.11090088,10.97140026,5814.312795,109701.075
2785,2795,2019-03-08 16:00:00,-121.91165,38.117282,0,0,0,0,SIMP02,21,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9228,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09228,34.46139908,13.9460001,4895.046127,139444.4828
2786,2948,2019-03-30 16:00:00,-121.9106,38.117466,0,0,0,0,SIMP02,14,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9228,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,10-25%,Medium,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09228,34.46139908,13.9460001,4895.046127,139444.4828
2787,2916,2019-03-26 16:00:00,-121.891633,38.111333,0,0,0,0,SIMP02,21,0,0,0,0,0,4170,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9232,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09232,14.37129974,5.815849781,3542.470882,58151.69969
2788,3575,2019-05-24 01:00:00,-121.891166,38.10915,0,0,0,0,SIMP02,23,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9232,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09232,14.37129974,5.815849781,3542.470882,58151.69969
2789,2089,2018-11-21 17:00:00,-121.958316,38.112733,0,0,0,0,SIMP02,9,0,0,0,0,0,4030,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9234,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09234,7.947760105,3.216350079,2953.662451,32159.73297
2790,2093,2018-11-21 21:00:00,-121.952716,38.111433,0,0,0,0,SIMP02,15,0,0,0,0,0,4060,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9235,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,10-25%,Medium,<0.5m,POA1507221410,Reconnaissance,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09235,13.09090042,5.297699928,2548.929581,52970.89638
2791,2230,2018-12-10 00:00:00,-121.931132,38.108033,0,0,0,0,SIMP02,9,0,0,0,0,0,3960,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9239,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09239,11.77939987,4.766960144,3077.642155,47664.03751
2792,3818,2019-06-08 03:00:00,-121.917416,38.136433,0,0,0,0,SIMP02,19,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9282,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,50-75%,Not evident,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09282,2.276690006,0.921344995,2887.058718,9212.524951
2793,3863,2019-06-11 01:00:00,-121.917282,38.137366,0,0,0,0,SIMP02,33,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9282,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,50-75%,Not evident,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09282,2.276690006,0.921344995,2887.058718,9212.524951
2794,3864,2019-06-11 02:02:00,-121.917482,38.137433,0,0,0,0,SIMP02,31,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9295,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis) Association",123,25-50%,Low,2-5m,POA1506241446,Reconnaissance,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09295,0.846090019,0.342400998,794.3697784,3423.663607
2795,3874,2019-06-11 20:00:00,-121.917449,38.137249,0,0,0,0,SIMP02,45,0,0,0,0,0,4170,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9295,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis) Association",123,25-50%,Low,2-5m,POA1506241446,Reconnaissance,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09295,0.846090019,0.342400998,794.3697784,3423.663607
2796,3860,2019-06-10 22:01:00,-121.917166,38.138166,0,0,0,0,SIMP02,36,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9296,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Elytrigia pontica Association,211,50-75%,Low,1-2m,POA1506241446,Reconnaissance,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA09296,7.031700134,2.84562993,1766.6028,28453.41164
2797,3861,2019-06-10 23:00:00,-121.917516,38.137299,0,0,0,0,SIMP02,35,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9296,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Elytrigia pontica Association,211,50-75%,Low,1-2m,POA1506241446,Reconnaissance,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA09296,7.031700134,2.84562993,1766.6028,28453.41164
2798,3871,2019-06-11 17:00:00,-121.9165,38.139066,0,0,0,0,SIMP02,38,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9296,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Elytrigia pontica Association,211,50-75%,Low,1-2m,POA1506241446,Reconnaissance,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA09296,7.031700134,2.84562993,1766.6028,28453.41164
2799,3875,2019-06-11 21:00:00,-121.917616,38.137333,0,0,0,0,SIMP02,50,0,0,0,0,0,4170,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9296,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Elytrigia pontica Association,211,50-75%,Low,1-2m,POA1506241446,Reconnaissance,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA09296,7.031700134,2.84562993,1766.6028,28453.41164
